application_name,date,time_stamp,server_name,cpu_usage,memory_usage,disk_io,network_in,network_out,response_time_ms,error_rate,requests_per_minute
EquityInsight,2025-06-24,21:41:55,srv-web01,75.25,6450.57,14.71,22.05,64.63,432.58,2.973,5995
TradeStream,2025-06-24,21:51:55,srv-db02,47.21,6244.91,35.8,89.97,36.67,604.25,3.261,2897
MarketAnalyzer,2025-06-24,22:01:55,srv-db01,51.52,14801.25,72.45,45.15,62.07,674.66,2.987,4626
OptionMaster,2025-06-24,22:11:55,srv-app02,88.75,3149.15,45.52,90.57,68.53,702.52,4.556,6873
TradeStream,2025-06-24,22:21:55,srv-db01,42.85,15214.67,77.82,8.4,98.94,950.52,4.804,4114
BondWatch,2025-06-24,22:31:55,srv-app01,48.85,11177.17,86.18,10.35,29.99,239.66,2.136,5875
PortfolioPro,2025-06-24,22:41:55,srv-db02,44.33,15128.44,32.46,97.5,86.69,769.56,4.775,706
TradeStream,2025-06-24,22:51:55,srv-cache01,19.88,4943.35,81.29,6.5,47.8,806.72,3.501,3751
MarketAnalyzer,2025-06-24,23:01:55,srv-db01,77.55,10595.94,13.62,56.53,10.36,928.44,3.072,881
RiskGuardian,2025-06-24,23:11:55,srv-app02,57.02,10688.44,3.9,82.84,67.72,575.56,4.59,4742
FinTransact,2025-06-24,23:21:55,srv-web01,27.18,1320.01,64.65,45.17,58.82,680.49,3.843,7490
ForexPulse,2025-06-24,23:31:55,srv-cache01,62.21,10234.47,10.65,46.38,39.86,892.7,0.849,3230
PortfolioPro,2025-06-24,23:41:55,srv-db01,47.62,3892.01,74.39,77.71,8.94,369.52,3.066,6096
StockTraderPro,2025-06-24,23:51:55,srv-app02,62.77,2861.33,9.55,42.93,38.21,399.38,4.49,4782
RiskGuardian,2025-06-25,00:01:55,srv-web01,89.23,10173.53,18.81,22.29,29.54,105.79,1.824,3906
FinTransact,2025-06-25,00:11:55,srv-db02,92.54,15272.63,70.69,89.82,66.19,820.78,3.45,8974
CryptoFlow,2025-06-25,00:21:55,srv-db02,83.42,12668.25,7.61,93.94,24.73,630.28,1.543,2468
MarketAnalyzer,2025-06-25,00:31:55,srv-db01,23.85,10405.47,36.02,41.66,36.0,140.15,4.462,4225
TradeStream,2025-06-25,00:41:55,srv-db02,22.07,1424.61,57.27,45.99,97.91,417.57,0.736,6280
StockTraderPro,2025-06-25,00:51:55,srv-db02,35.59,2116.56,2.85,17.1,53.15,976.3,0.425,5139
MarketAnalyzer,2025-06-25,01:01:55,srv-app01,88.07,9512.85,63.91,24.09,36.59,482.17,0.987,7824
MarketAnalyzer,2025-06-25,01:11:55,srv-db01,12.64,10087.72,27.97,21.29,61.23,491.0,4.054,6934
EquityInsight,2025-06-25,01:21:55,srv-web01,73.13,3826.07,8.31,7.3,65.79,823.67,2.152,5241
TradeStream,2025-06-25,01:31:55,srv-app01,90.59,4013.1,80.27,73.68,48.32,877.22,1.863,4897
StockTraderPro,2025-06-25,01:41:55,srv-app02,77.52,13311.97,28.88,5.7,48.3,412.72,0.271,4739
BondWatch,2025-06-25,01:51:55,srv-web01,37.18,6859.99,72.51,5.86,16.41,626.39,0.445,5177
LoanLogic,2025-06-25,02:01:55,srv-db01,32.34,5612.28,33.86,51.59,39.3,339.36,2.995,4023
StockTraderPro,2025-06-25,02:11:55,srv-app02,74.87,6595.66,68.28,65.46,8.37,482.11,4.701,3541
OptionMaster,2025-06-25,02:21:55,srv-cache01,87.75,5758.4,80.78,26.29,51.67,891.03,3.713,6462
RiskGuardian,2025-06-25,02:31:55,srv-app02,30.39,9994.74,84.63,7.97,4.03,988.66,1.596,56
RiskGuardian,2025-06-25,02:41:55,srv-db02,14.98,12597.07,49.43,62.7,64.43,722.56,3.461,7917
CryptoFlow,2025-06-25,02:51:55,srv-app01,77.76,824.72,5.72,30.04,2.74,910.35,2.831,6319
FinTransact,2025-06-25,03:01:55,srv-app02,31.54,15609.04,80.01,53.06,71.88,147.95,0.868,2726
CryptoFlow,2025-06-25,03:11:55,srv-app02,46.42,16165.72,64.73,47.2,66.86,761.94,2.065,4797
CryptoFlow,2025-06-25,03:21:55,srv-app02,54.71,7826.62,79.08,82.05,34.41,841.74,3.059,1656
BondWatch,2025-06-25,03:31:55,srv-db01,67.3,8183.88,49.27,36.28,55.57,855.58,2.946,9560
MarketAnalyzer,2025-06-25,03:41:55,srv-cache01,53.4,4472.94,88.35,70.42,89.88,458.8,2.729,2168
RiskGuardian,2025-06-25,03:51:55,srv-db01,94.03,5622.36,41.77,71.96,13.39,959.45,4.679,2063
ForexPulse,2025-06-25,04:01:55,srv-app02,13.53,10118.51,21.21,92.72,95.82,640.37,2.356,3313
EquityInsight,2025-06-25,04:11:55,srv-db01,85.34,5248.55,27.02,57.46,68.54,231.19,2.451,8856
FinTransact,2025-06-25,04:21:55,srv-db01,84.44,3584.19,25.8,20.99,81.15,105.73,4.866,5050
ForexPulse,2025-06-25,04:31:55,srv-db02,22.34,6397.68,31.2,35.65,93.93,458.76,3.828,9657
ForexPulse,2025-06-25,04:41:55,srv-app02,92.77,16203.94,39.77,70.77,36.42,274.2,2.068,8514
LoanLogic,2025-06-25,04:51:55,srv-app02,94.54,1073.93,25.22,51.35,97.83,860.77,0.425,5204
RiskGuardian,2025-06-25,05:01:55,srv-db02,39.89,8772.44,94.66,59.62,33.98,785.61,0.643,6844
ForexPulse,2025-06-25,05:11:55,srv-db01,69.53,15092.87,22.09,78.09,97.53,830.17,0.434,9045
EquityInsight,2025-06-25,05:21:55,srv-app01,39.63,3521.82,96.71,26.43,37.59,92.8,4.369,4953
PortfolioPro,2025-06-25,05:31:55,srv-db02,37.93,9717.92,89.03,66.31,67.2,911.84,0.837,2463
TradeStream,2025-06-25,05:41:55,srv-app02,70.65,13724.3,1.11,99.8,97.83,505.57,1.763,2838
TradeStream,2025-06-25,05:51:55,srv-app02,75.55,5633.15,82.01,44.07,1.68,654.6,0.822,8431
BondWatch,2025-06-25,06:01:55,srv-web01,42.0,16166.42,11.59,86.58,78.5,749.8,3.773,97
LoanLogic,2025-06-25,06:11:55,srv-cache01,14.31,13613.0,29.52,55.11,88.5,425.3,0.028,8418
ForexPulse,2025-06-25,06:21:55,srv-app02,19.81,14653.66,71.68,41.41,49.38,866.53,0.19,3389
OptionMaster,2025-06-25,06:31:55,srv-app02,75.46,1702.81,46.87,51.76,39.02,515.43,3.413,9902
EquityInsight,2025-06-25,06:41:55,srv-app01,45.41,3766.64,97.47,88.23,41.78,316.75,1.474,2620
OptionMaster,2025-06-25,06:51:55,srv-cache01,90.71,9170.43,70.68,74.23,1.77,264.8,3.086,8378
CryptoFlow,2025-06-25,07:01:55,srv-app01,80.14,13342.86,39.62,7.58,50.89,339.15,1.559,8075
CryptoFlow,2025-06-25,07:11:55,srv-web01,79.45,10963.84,4.8,31.66,8.6,462.04,0.335,4048
CryptoFlow,2025-06-25,07:21:55,srv-web01,67.11,12036.49,57.92,76.9,7.59,555.26,1.915,8458
CryptoFlow,2025-06-25,07:31:55,srv-db02,88.78,11979.2,99.87,57.41,24.15,891.79,4.694,5566
OptionMaster,2025-06-25,07:41:55,srv-db01,61.44,15680.64,95.3,98.14,39.82,859.6,4.502,8287
EquityInsight,2025-06-25,07:51:55,srv-app01,72.46,4925.18,35.57,35.79,60.32,141.77,4.225,7665
PortfolioPro,2025-06-25,08:01:55,srv-db01,49.53,3055.52,85.38,18.3,24.14,610.28,4.958,8011
RiskGuardian,2025-06-25,08:11:55,srv-db01,26.83,5427.96,96.03,74.21,47.27,33.83,1.31,9572
OptionMaster,2025-06-25,08:21:55,srv-cache01,31.85,5373.24,33.44,27.59,51.74,697.92,0.228,3011
ForexPulse,2025-06-25,08:31:55,srv-db02,27.56,1963.01,15.06,46.58,7.08,840.63,3.263,2751
PortfolioPro,2025-06-25,08:41:55,srv-app02,57.8,6018.25,59.69,47.08,74.84,236.4,3.372,8680
StockTraderPro,2025-06-25,08:51:55,srv-db02,57.44,15509.49,40.89,67.81,18.63,557.49,0.804,853
BondWatch,2025-06-25,09:01:55,srv-web01,43.72,6328.6,0.21,93.52,5.06,848.74,2.809,579
OptionMaster,2025-06-25,09:11:55,srv-app02,31.44,11947.35,63.29,54.25,6.71,762.86,0.913,2920
ForexPulse,2025-06-25,09:21:55,srv-cache01,57.91,14221.82,46.26,78.54,52.79,569.06,1.562,1231
StockTraderPro,2025-06-25,09:31:55,srv-db01,90.11,15786.12,6.05,79.18,51.03,723.61,1.316,2984
EquityInsight,2025-06-25,09:41:55,srv-app02,82.83,3732.97,31.48,85.75,12.81,908.71,3.822,6307
MarketAnalyzer,2025-06-25,09:51:55,srv-db02,36.75,5593.69,2.2,36.14,51.69,884.08,3.404,5704
FinTransact,2025-06-25,10:01:55,srv-db02,40.97,2754.04,10.05,99.86,31.6,603.42,2.848,8608
MarketAnalyzer,2025-06-25,10:11:55,srv-app02,81.27,7015.92,96.89,25.64,71.29,746.35,1.453,5770
LoanLogic,2025-06-25,10:21:55,srv-web01,80.31,1304.44,65.53,39.9,44.38,350.26,3.644,825
FinTransact,2025-06-25,10:31:55,srv-db02,22.43,13017.35,39.63,64.59,36.31,329.35,4.024,1164
TradeStream,2025-06-25,10:41:55,srv-app02,19.9,10462.06,64.95,88.92,80.3,790.24,1.908,7202
EquityInsight,2025-06-25,10:51:55,srv-db01,14.4,4940.32,84.03,92.36,87.67,132.64,1.376,8288
CryptoFlow,2025-06-25,11:01:55,srv-app02,59.77,16341.64,14.88,75.13,4.47,92.21,4.017,7816
BondWatch,2025-06-25,11:11:55,srv-app02,94.16,5726.8,39.84,17.67,97.69,154.46,0.096,3229
LoanLogic,2025-06-25,11:21:55,srv-app02,83.89,14016.93,32.83,36.69,53.08,614.12,0.087,6117
MarketAnalyzer,2025-06-25,11:31:55,srv-db01,16.73,15247.13,84.58,6.91,29.57,781.89,4.266,3732
FinTransact,2025-06-25,11:41:55,srv-app02,74.6,10100.69,88.61,39.96,29.83,143.76,3.799,423
CryptoFlow,2025-06-25,11:51:55,srv-db02,15.04,5334.72,99.17,77.14,9.5,962.46,2.542,8682
EquityInsight,2025-06-25,12:01:55,srv-db02,24.64,14040.21,8.05,69.42,85.55,193.12,2.847,8413
CryptoFlow,2025-06-25,12:11:55,srv-cache01,32.63,3906.58,68.78,79.49,62.36,878.64,0.352,9263
CryptoFlow,2025-06-25,12:21:55,srv-db01,71.87,7251.0,54.68,11.48,32.37,197.91,0.516,9743
TradeStream,2025-06-25,12:31:55,srv-db01,86.52,5653.73,71.83,64.06,1.84,407.42,3.293,5235
FinTransact,2025-06-25,12:41:55,srv-db01,85.96,2614.9,7.49,32.81,39.86,774.08,3.223,4845
StockTraderPro,2025-06-25,12:51:55,srv-cache01,94.13,7569.98,32.91,63.56,45.01,455.29,1.368,2991
PortfolioPro,2025-06-25,13:01:55,srv-cache01,85.87,12711.86,98.87,53.85,62.24,683.88,2.633,5147
PortfolioPro,2025-06-25,13:11:55,srv-db02,64.51,11862.8,38.59,32.15,5.48,933.95,4.821,2494
ForexPulse,2025-06-25,13:21:55,srv-db02,83.85,4737.91,7.56,24.89,15.66,420.62,1.486,3296
BondWatch,2025-06-25,13:31:55,srv-cache01,70.74,7937.12,45.78,28.77,25.83,399.87,4.235,3819
ForexPulse,2025-06-25,13:41:55,srv-db01,68.25,4912.4,94.33,43.53,51.24,440.39,2.936,8743
EquityInsight,2025-06-25,13:51:55,srv-app01,82.86,5337.12,56.88,36.0,53.91,517.76,0.432,7210
MarketAnalyzer,2025-06-25,14:01:55,srv-app01,78.63,4498.37,80.47,62.26,39.37,282.82,1.729,715
CryptoFlow,2025-06-25,14:11:55,srv-cache01,23.06,13604.72,74.54,85.9,84.49,954.34,2.644,7410
TradeStream,2025-06-25,14:21:55,srv-app01,92.33,8138.15,79.22,48.8,8.33,717.32,2.446,3666
PortfolioPro,2025-06-25,14:31:55,srv-db01,67.16,2316.33,87.91,95.57,97.33,953.48,3.987,4575
BondWatch,2025-06-25,14:41:55,srv-db01,71.26,6436.56,58.71,17.14,14.68,688.26,3.026,6050
LoanLogic,2025-06-25,14:51:55,srv-cache01,29.33,10954.91,62.22,4.04,1.64,174.66,2.562,7420
FinTransact,2025-06-25,15:01:55,srv-cache01,60.75,1101.92,63.23,17.31,87.3,909.19,3.522,5455
OptionMaster,2025-06-25,15:11:55,srv-app01,55.66,1514.75,17.91,2.28,97.42,333.39,2.779,9149
TradeStream,2025-06-25,15:21:55,srv-app02,55.95,6539.12,75.53,87.39,22.75,905.5,0.541,8174
EquityInsight,2025-06-25,15:31:55,srv-app01,54.34,10005.91,53.15,31.03,43.93,694.58,0.498,6060
EquityInsight,2025-06-25,15:41:55,srv-app02,14.86,5231.78,63.63,48.86,69.32,101.14,4.351,2562
ForexPulse,2025-06-25,15:51:55,srv-web01,85.79,10108.44,39.34,35.28,43.39,464.01,0.487,9755
PortfolioPro,2025-06-25,16:01:55,srv-web01,90.63,9665.82,96.0,66.28,22.9,61.56,1.438,512
PortfolioPro,2025-06-25,16:11:55,srv-cache01,83.83,12987.29,52.46,32.94,57.64,697.3,3.972,431
FinTransact,2025-06-25,16:21:55,srv-web01,78.74,2220.47,73.85,52.25,87.68,797.04,2.365,1721
LoanLogic,2025-06-25,16:31:55,srv-app02,60.54,12404.35,56.76,65.03,28.4,500.76,2.992,5908
EquityInsight,2025-06-25,16:41:55,srv-app01,38.17,867.44,15.22,12.29,6.75,920.46,4.629,8530
MarketAnalyzer,2025-06-25,16:51:55,srv-db02,56.04,6843.04,93.39,6.67,10.3,953.25,1.232,3025
StockTraderPro,2025-06-25,17:01:55,srv-cache01,89.72,14865.75,75.64,10.89,38.96,539.51,0.86,2467
TradeStream,2025-06-25,17:11:55,srv-app01,59.62,11202.34,33.77,93.31,55.94,775.98,1.008,5842
StockTraderPro,2025-06-25,17:21:55,srv-db01,40.62,14174.65,74.24,61.76,44.35,456.48,2.575,8704
BondWatch,2025-06-25,17:31:55,srv-db01,60.08,5834.95,25.18,92.79,43.58,211.11,1.421,726
PortfolioPro,2025-06-25,17:41:55,srv-db02,51.56,8947.47,55.37,80.77,87.47,646.11,3.782,6222
MarketAnalyzer,2025-06-25,17:51:55,srv-app02,26.89,9131.78,22.68,81.39,3.52,481.16,2.851,6839
PortfolioPro,2025-06-25,18:01:55,srv-db02,85.82,5503.16,73.31,58.54,62.21,615.4,1.769,2785
EquityInsight,2025-06-25,18:11:55,srv-web01,88.16,7531.43,63.79,28.67,61.28,78.02,4.743,1521
ForexPulse,2025-06-25,18:21:55,srv-db02,19.3,16335.92,89.89,63.92,27.15,624.56,3.873,9464
PortfolioPro,2025-06-25,18:31:55,srv-cache01,71.15,9578.39,4.15,84.22,25.39,245.2,4.832,8275
RiskGuardian,2025-06-25,18:41:55,srv-app01,20.18,9702.57,26.53,82.16,66.58,616.95,0.757,158
OptionMaster,2025-06-25,18:51:55,srv-app02,89.04,2139.5,76.56,25.87,53.63,361.07,1.063,9036
ForexPulse,2025-06-25,19:01:55,srv-db02,44.48,12801.01,70.04,98.66,41.07,189.62,4.337,8195
BondWatch,2025-06-25,19:11:55,srv-web01,60.74,11393.83,46.69,65.7,71.32,83.33,1.706,2693
CryptoFlow,2025-06-25,19:21:55,srv-cache01,74.69,14047.52,98.09,26.24,40.01,143.09,3.642,841
MarketAnalyzer,2025-06-25,19:31:55,srv-web01,61.3,15692.73,24.43,47.74,74.53,952.83,3.742,7073
MarketAnalyzer,2025-06-25,19:41:55,srv-app01,58.15,8036.18,35.43,32.12,62.15,879.5,3.981,3733
BondWatch,2025-06-25,19:51:55,srv-web01,85.52,1766.55,98.97,4.19,66.55,90.01,2.927,4612
MarketAnalyzer,2025-06-25,20:01:55,srv-app01,65.41,2013.14,77.36,17.45,77.84,968.55,2.776,2078
RiskGuardian,2025-06-25,20:11:55,srv-app02,83.58,8667.5,40.21,85.76,20.47,966.6,4.607,1695
BondWatch,2025-06-25,20:21:55,srv-app01,35.51,12367.42,97.18,35.54,41.28,332.95,3.971,7622
PortfolioPro,2025-06-25,20:31:55,srv-app01,59.92,8761.06,89.83,71.33,99.64,622.2,0.664,776
FinTransact,2025-06-25,20:41:55,srv-db02,49.67,13765.73,91.46,32.55,59.03,976.75,2.032,6652
EquityInsight,2025-06-25,20:51:55,srv-db01,88.44,16061.33,66.56,43.93,47.44,382.25,0.336,6308
BondWatch,2025-06-25,21:01:55,srv-web01,40.07,2623.91,23.4,6.63,70.5,656.18,0.448,7021
BondWatch,2025-06-25,21:11:55,srv-app02,54.58,6024.45,77.9,69.02,69.29,612.83,4.108,8664
BondWatch,2025-06-25,21:21:55,srv-cache01,88.37,3727.61,63.73,33.99,39.65,969.75,3.791,382
BondWatch,2025-06-25,21:31:55,srv-app01,26.96,4125.11,14.78,99.65,16.73,549.66,1.426,8472
ForexPulse,2025-06-25,21:41:55,srv-app01,28.78,8218.76,6.44,99.06,82.86,731.26,3.196,7297
OptionMaster,2025-06-25,21:51:55,srv-app01,45.38,12387.19,12.15,29.45,22.34,169.1,4.567,2112
EquityInsight,2025-06-25,22:01:55,srv-app02,77.77,16343.57,6.26,96.99,7.89,234.09,4.754,8864
BondWatch,2025-06-25,22:11:55,srv-db01,87.15,3759.58,34.92,78.78,72.55,708.29,2.772,6816
MarketAnalyzer,2025-06-25,22:21:55,srv-db02,52.23,7591.26,20.19,63.32,65.72,252.11,2.523,482
RiskGuardian,2025-06-25,22:31:55,srv-app01,48.64,14037.39,71.52,57.81,14.88,545.4,2.312,7371
FinTransact,2025-06-25,22:41:55,srv-web01,42.72,7390.46,27.49,98.12,2.12,609.37,1.568,9437
EquityInsight,2025-06-25,22:51:55,srv-app02,26.18,8098.31,11.89,84.04,3.77,81.5,4.023,8355
ForexPulse,2025-06-25,23:01:55,srv-app02,36.97,6935.38,4.39,88.07,65.11,554.7,4.045,3283
ForexPulse,2025-06-25,23:11:55,srv-app01,16.46,984.37,98.43,93.03,94.12,392.55,2.597,1239
StockTraderPro,2025-06-25,23:21:55,srv-cache01,88.49,10973.92,71.88,62.69,31.2,444.22,1.611,4999
TradeStream,2025-06-25,23:31:55,srv-db01,75.36,12100.69,7.73,65.3,1.19,919.35,0.44,4003
PortfolioPro,2025-06-25,23:41:55,srv-app02,68.52,10908.2,3.47,94.79,95.16,601.36,3.476,2333
FinTransact,2025-06-25,23:51:55,srv-app01,65.17,1993.11,50.94,19.37,87.89,221.06,3.939,6239
PortfolioPro,2025-06-26,00:01:55,srv-db02,48.65,5983.36,87.58,36.13,50.1,769.75,2.521,8069
PortfolioPro,2025-06-26,00:11:55,srv-web01,15.58,12265.97,34.27,86.63,11.58,779.99,1.028,5540
TradeStream,2025-06-26,00:21:55,srv-app01,47.09,10312.07,3.61,3.85,28.32,987.27,0.323,3986
OptionMaster,2025-06-26,00:31:55,srv-app02,40.63,9783.13,25.9,28.39,85.56,248.57,0.859,7506
MarketAnalyzer,2025-06-26,00:41:55,srv-web01,89.67,6147.21,31.02,93.33,89.87,438.33,2.397,7042
BondWatch,2025-06-26,00:51:55,srv-web01,93.1,15319.33,79.57,66.94,11.59,859.87,4.039,9475
EquityInsight,2025-06-26,01:01:55,srv-app02,15.66,8659.38,86.66,79.29,87.11,295.48,0.505,4139
StockTraderPro,2025-06-26,01:11:55,srv-cache01,73.71,3573.14,35.35,83.27,42.23,517.02,2.02,3506
CryptoFlow,2025-06-26,01:21:55,srv-web01,27.66,10361.77,50.23,43.55,56.42,417.34,2.199,1055
OptionMaster,2025-06-26,01:31:55,srv-cache01,39.75,6196.99,70.16,5.95,40.86,368.15,1.674,7346
TradeStream,2025-06-26,01:41:55,srv-web01,84.08,1686.46,71.51,23.56,22.42,305.62,1.169,7906
StockTraderPro,2025-06-26,01:51:55,srv-web01,74.69,2900.57,93.61,12.11,20.4,305.25,1.958,7090
TradeStream,2025-06-26,02:01:55,srv-web01,39.06,10819.02,14.97,48.25,26.24,260.12,2.961,9388
OptionMaster,2025-06-26,02:11:55,srv-app02,92.52,15889.4,58.52,4.34,54.84,985.2,0.817,8631
FinTransact,2025-06-26,02:21:55,srv-cache01,12.5,16258.61,92.47,97.74,47.59,294.8,3.353,6349
TradeStream,2025-06-26,02:31:55,srv-cache01,33.52,5533.36,8.05,14.11,96.24,621.32,3.762,4521
MarketAnalyzer,2025-06-26,02:41:55,srv-cache01,30.9,14691.01,63.75,49.23,10.16,829.84,0.578,5584
OptionMaster,2025-06-26,02:51:55,srv-app02,74.11,14174.36,75.49,34.61,98.55,38.34,4.451,3078
EquityInsight,2025-06-26,03:01:55,srv-app01,49.81,8468.3,58.99,51.97,7.92,705.71,4.439,1741
BondWatch,2025-06-26,03:11:55,srv-app02,42.84,16256.92,44.91,55.72,99.39,542.9,2.619,3147
TradeStream,2025-06-26,03:21:55,srv-cache01,50.51,14696.13,68.47,92.9,25.23,921.58,3.729,5876
MarketAnalyzer,2025-06-26,03:31:55,srv-db01,38.33,10315.54,81.97,7.87,21.64,300.59,0.807,1831
OptionMaster,2025-06-26,03:41:55,srv-db02,25.96,8797.35,59.99,88.21,1.38,218.88,0.709,658
ForexPulse,2025-06-26,03:51:55,srv-db01,57.05,10070.63,29.26,59.94,47.1,590.28,4.616,8747
OptionMaster,2025-06-26,04:01:55,srv-app02,14.89,1657.43,50.48,20.33,26.09,922.38,2.859,9516
OptionMaster,2025-06-26,04:11:55,srv-app01,18.61,11169.1,76.64,27.69,19.6,625.48,3.637,936
TradeStream,2025-06-26,04:21:55,srv-db01,49.51,1790.88,0.13,11.29,23.11,360.53,4.009,8158
MarketAnalyzer,2025-06-26,04:31:55,srv-app01,55.58,8215.39,28.8,43.97,75.24,30.39,4.501,6478
ForexPulse,2025-06-26,04:41:55,srv-cache01,78.0,3036.9,49.72,49.85,2.0,772.22,4.809,258
CryptoFlow,2025-06-26,04:51:55,srv-app02,94.48,8735.49,44.54,55.46,21.59,310.79,2.346,6814
EquityInsight,2025-06-26,05:01:55,srv-web01,52.78,8004.87,2.41,73.17,44.29,971.74,2.924,207
FinTransact,2025-06-26,05:11:55,srv-cache01,81.58,14756.11,78.49,80.8,11.08,825.96,4.395,4394
StockTraderPro,2025-06-26,05:21:55,srv-db01,33.93,4305.52,38.06,85.67,94.35,212.31,1.565,3297
PortfolioPro,2025-06-26,05:31:55,srv-db01,24.45,9009.79,44.35,81.23,2.48,829.21,4.073,3452
OptionMaster,2025-06-26,05:41:55,srv-db01,93.17,4573.75,48.4,85.9,40.8,886.21,4.874,1369
RiskGuardian,2025-06-26,05:51:55,srv-db01,16.5,11047.69,37.24,46.99,2.75,868.69,4.337,4048
StockTraderPro,2025-06-26,06:01:55,srv-cache01,26.43,5514.1,68.67,16.35,35.19,962.2,1.316,4544
LoanLogic,2025-06-26,06:11:55,srv-db02,36.4,5116.79,90.06,73.86,12.34,150.02,4.249,2321
StockTraderPro,2025-06-26,06:21:55,srv-cache01,30.85,8028.76,85.66,32.4,2.27,982.32,1.302,7742
TradeStream,2025-06-26,06:31:55,srv-db02,16.17,2507.14,84.74,10.13,97.83,726.29,0.598,3639
EquityInsight,2025-06-26,06:41:55,srv-web01,37.1,761.87,48.8,62.71,3.08,217.83,3.314,919
OptionMaster,2025-06-26,06:51:55,srv-app02,47.45,7729.77,73.07,1.44,31.7,844.78,4.352,3897
OptionMaster,2025-06-26,07:01:55,srv-db01,12.34,15413.22,14.86,87.53,3.02,328.84,2.4,6632
MarketAnalyzer,2025-06-26,07:11:55,srv-db01,82.89,10546.26,8.78,69.19,71.1,688.75,4.413,9613
ForexPulse,2025-06-26,07:21:55,srv-db02,63.98,13223.36,53.57,18.75,20.17,618.28,0.826,4357
RiskGuardian,2025-06-26,07:31:55,srv-app02,66.39,13614.39,43.47,51.64,42.22,900.59,4.773,1037
ForexPulse,2025-06-26,07:41:55,srv-web01,63.01,12998.12,81.63,61.18,5.57,471.06,4.072,9908
TradeStream,2025-06-26,07:51:55,srv-cache01,90.45,14177.09,29.15,55.27,39.84,991.72,0.756,5501
MarketAnalyzer,2025-06-26,08:01:55,srv-db01,88.51,11684.25,86.37,83.09,36.88,377.1,1.068,6278
RiskGuardian,2025-06-26,08:11:55,srv-db02,49.76,5571.85,64.48,38.62,62.57,577.06,2.022,7128
RiskGuardian,2025-06-26,08:21:55,srv-db01,19.95,8390.96,27.98,81.89,52.28,753.88,0.91,8102
FinTransact,2025-06-26,08:31:55,srv-app01,90.97,13992.3,32.45,56.54,66.64,446.14,0.574,2918
PortfolioPro,2025-06-26,08:41:55,srv-app01,28.34,9703.33,63.54,43.27,12.37,67.76,1.461,6466
PortfolioPro,2025-06-26,08:51:55,srv-app01,63.89,6998.88,36.84,63.2,3.85,500.09,1.78,4784
ForexPulse,2025-06-26,09:01:55,srv-app02,63.88,16205.74,87.88,60.51,40.02,253.44,1.31,9108
CryptoFlow,2025-06-26,09:11:55,srv-db01,56.48,12258.23,71.31,21.48,84.6,166.4,0.21,2210
MarketAnalyzer,2025-06-26,09:21:55,srv-cache01,83.24,8294.99,82.79,18.02,53.92,266.83,0.776,6175
FinTransact,2025-06-26,09:31:55,srv-db02,73.49,11339.72,24.86,40.21,37.99,385.59,1.585,3096
FinTransact,2025-06-26,09:41:55,srv-web01,64.54,6554.14,3.42,97.24,42.34,978.01,0.717,6684
PortfolioPro,2025-06-26,09:51:55,srv-cache01,10.52,14090.34,47.47,25.0,7.44,914.41,0.231,2358
StockTraderPro,2025-06-26,10:01:55,srv-db01,46.89,7797.36,16.29,28.64,50.38,661.48,2.462,4093
BondWatch,2025-06-26,10:11:55,srv-app01,27.12,10396.74,32.0,44.3,30.73,847.42,1.927,7162
TradeStream,2025-06-26,10:21:55,srv-app02,69.61,9785.53,13.67,91.02,13.45,282.19,0.597,1295
TradeStream,2025-06-26,10:31:55,srv-app01,29.44,12571.71,0.33,74.32,0.81,208.53,2.883,1398
CryptoFlow,2025-06-26,10:41:55,srv-app01,76.98,10075.01,5.24,49.33,15.68,403.36,0.926,8318
CryptoFlow,2025-06-26,10:51:55,srv-cache01,59.25,9445.98,20.57,6.93,30.52,827.31,4.915,9027
StockTraderPro,2025-06-26,11:01:55,srv-app01,52.34,13054.81,69.59,73.5,17.72,473.49,3.581,4033
LoanLogic,2025-06-26,11:11:55,srv-web01,73.48,11415.87,86.2,15.79,83.56,294.6,4.727,5247
PortfolioPro,2025-06-26,11:21:55,srv-web01,18.73,1953.26,87.86,70.03,32.32,199.32,0.924,1366
LoanLogic,2025-06-26,11:31:55,srv-app01,66.44,3338.69,99.02,71.85,20.17,893.0,2.238,4657
LoanLogic,2025-06-26,11:41:55,srv-app01,88.16,3127.7,93.42,41.31,3.82,537.35,0.875,968
ForexPulse,2025-06-26,11:51:55,srv-web01,74.44,11916.04,17.73,98.71,87.92,976.2,4.473,9202
LoanLogic,2025-06-26,12:01:55,srv-cache01,16.67,3713.94,77.41,64.29,45.41,255.05,0.441,6077
PortfolioPro,2025-06-26,12:11:55,srv-cache01,92.33,2229.33,81.2,7.58,41.63,841.81,0.78,3925
BondWatch,2025-06-26,12:21:55,srv-cache01,16.24,9424.03,87.22,86.62,11.59,900.5,0.169,398
BondWatch,2025-06-26,12:31:55,srv-web01,88.87,14991.54,60.36,97.56,96.54,261.63,3.021,8880
PortfolioPro,2025-06-26,12:41:55,srv-app01,16.16,13194.57,63.03,93.45,43.68,859.94,3.633,2653
StockTraderPro,2025-06-26,12:51:55,srv-cache01,45.31,9395.26,0.8,53.48,84.67,643.71,0.028,549
OptionMaster,2025-06-26,13:01:55,srv-cache01,90.96,12509.15,48.83,59.3,44.78,619.44,3.897,7027
MarketAnalyzer,2025-06-26,13:11:55,srv-cache01,90.83,2396.58,91.63,9.15,61.5,211.81,4.403,4558
